,Pokemon1,Pokemon2,HP1,Attack1,Defense1,Sp.Atk1,Sp.Def1,Speed1,HP2,Attack2,Defense2,Sp.Atk2,Sp.Def2,Speed2,Winner,Winner_Encode
48675,113,516,50,50,95,40,50,35,115,140,130,55,55,40,516,1
48676,344,447,65,47,55,73,75,85,37,25,41,25,41,25,344,0
48677,62,68,40,80,35,35,45,70,90,95,95,70,90,70,68,1
48678,279,353,80,120,70,110,70,80,60,60,40,65,45,35,279,0
48679,351,6,130,70,35,70,35,60,58,64,58,80,65,80,6,1
48680,775,751,45,50,35,55,75,40,60,150,50,150,50,60,751,1
48681,439,619,53,51,53,61,56,40,50,65,85,35,35,55,619,1
48682,645,642,51,65,65,80,75,59,62,44,50,44,50,55,645,0
48683,602,44,55,63,90,50,80,42,73,76,75,81,100,100,44,1
48684,336,538,60,60,75,60,75,80,75,75,130,75,130,95,538,1
48685,410,629,95,145,130,120,90,120,75,140,65,112,65,110,410,0
48686,328,394,50,85,125,85,115,20,65,150,60,115,60,115,394,1
48687,317,93,1,90,45,30,30,40,60,110,70,60,60,100,93,1
48688,42,396,95,70,73,95,90,60,50,50,50,50,50,50,42,0
48689,224,498,75,85,200,55,65,30,70,110,70,115,70,90,498,1
48690,504,498,48,61,40,61,40,50,70,110,70,115,70,90,498,1
48691,589,497,60,85,40,30,45,68,40,70,40,35,40,60,589,0
48692,115,654,50,120,53,35,110,87,55,40,50,65,85,40,654,1
48693,162,300,91,134,95,100,100,80,40,55,30,30,30,85,300,1
48694,43,369,38,41,40,50,65,65,73,100,60,100,60,65,369,1
48695,669,194,50,30,55,65,55,20,55,40,40,65,45,35,194,1
48696,1,217,45,49,49,65,65,45,48,72,48,72,48,48,217,1
48697,480,200,49,55,42,42,37,85,100,50,80,60,80,50,480,0
48698,41,147,70,45,48,60,65,35,65,65,60,110,95,130,147,1
48699,163,16,106,110,90,154,90,130,60,45,50,90,80,70,163,0
48700,351,737,130,70,35,70,35,60,86,68,72,109,66,106,737,1
48701,308,357,40,30,32,50,52,65,60,25,35,70,80,60,308,0
48702,372,107,50,48,43,46,41,60,30,105,90,25,25,50,372,0
48703,617,726,105,30,105,140,105,55,54,63,52,83,56,97,726,1
48704,13,237,79,103,120,135,115,78,40,40,40,70,40,20,13,0
48705,288,514,78,70,61,50,61,100,70,70,115,130,90,60,288,0
48706,526,624,85,80,70,135,75,90,38,30,85,55,65,30,624,1
48707,800,382,80,110,120,130,90,70,20,15,20,10,55,80,382,1
48708,250,292,75,95,95,95,95,85,50,35,55,25,25,15,250,0
48709,755,424,62,48,66,59,57,49,100,150,140,100,90,90,424,1
48710,506,80,74,100,72,90,72,46,80,70,65,80,120,100,506,0
48711,766,674,62,55,52,109,94,109,76,147,90,60,70,97,766,0
48712,55,82,70,65,60,90,75,90,55,95,115,45,45,35,82,1
48713,564,705,45,55,39,35,39,42,79,115,70,125,80,111,705,1
48714,197,449,90,95,105,165,110,45,45,65,34,40,34,45,449,1
48715,403,799,55,104,105,94,75,52,80,160,60,170,130,80,799,1
48716,1,346,45,49,49,65,65,45,70,43,53,43,53,40,1,0
48717,464,733,70,80,102,80,102,40,38,35,40,27,25,35,464,0
48718,186,395,125,58,58,76,76,67,95,23,48,23,48,23,186,0
48719,600,450,75,125,75,30,75,85,60,85,49,60,49,60,600,0
48720,245,742,65,40,70,80,140,70,123,100,62,97,81,68,245,0
48721,762,326,65,75,90,97,123,44,70,65,65,55,55,70,326,1
48722,569,74,41,50,37,50,37,66,80,100,70,50,60,45,74,1
48723,733,163,38,35,40,27,25,35,106,110,90,154,90,130,163,1
48724,353,707,60,60,40,65,45,35,100,120,100,150,120,90,707,1
48725,330,339,50,105,125,55,95,50,70,75,60,105,60,105,339,1
48726,27,739,40,60,30,31,31,70,54,45,47,75,98,52,27,0
48727,30,214,60,85,69,65,79,80,60,85,42,85,42,91,214,1
48728,660,265,74,94,131,54,116,20,100,75,115,90,115,85,660,0
48729,22,504,63,60,55,50,50,71,48,61,40,61,40,50,22,0
48730,768,84,82,121,119,69,59,71,50,85,55,65,65,90,84,1
48731,652,699,69,55,45,55,55,15,85,60,65,135,105,100,699,1
48732,412,791,60,75,100,55,80,50,40,30,35,45,40,55,791,1
48733,694,641,58,109,112,48,48,109,110,65,75,125,85,30,694,0
48734,261,18,95,80,105,40,70,100,45,25,50,25,25,35,261,0
48735,284,278,100,150,110,95,110,70,60,85,60,85,60,55,284,0
48736,198,445,75,80,95,90,100,50,59,45,40,35,40,31,198,0
48737,693,24,85,97,66,105,66,65,83,80,80,135,80,121,24,1
48738,421,417,80,130,100,160,120,110,80,75,150,75,150,50,421,0
48739,104,415,35,45,160,30,45,70,80,100,200,50,100,50,104,0
48740,105,515,60,48,45,43,90,42,110,85,95,80,95,50,515,1
48741,522,1,65,110,130,60,65,95,45,49,49,65,65,45,522,0
48742,734,391,45,22,60,27,30,29,99,68,83,72,87,51,391,1
48743,134,723,65,50,35,115,95,95,59,59,58,90,70,73,134,0
48744,100,677,30,35,30,100,35,80,70,50,30,95,135,105,677,1
48745,614,637,95,117,80,65,70,92,60,45,70,75,85,55,614,0
48746,114,694,60,80,110,50,80,45,58,109,112,48,48,109,694,1
48747,551,648,100,100,100,100,100,100,80,100,70,60,70,95,551,0
48748,64,94,55,70,45,70,50,60,65,45,55,45,70,45,64,0
48749,267,111,70,84,70,65,70,51,60,40,80,60,45,40,267,0
48750,414,280,80,145,150,105,110,110,80,160,80,130,80,100,414,0
48751,290,35,50,35,55,25,25,15,55,47,52,40,40,41,35,1
48752,352,490,170,90,45,90,45,60,76,65,45,92,42,91,490,1
48753,451,698,80,120,79,95,79,70,55,85,55,50,55,60,451,0
48754,726,94,54,63,52,83,56,97,65,45,55,45,70,45,726,0
48755,560,792,110,123,65,100,65,65,85,70,80,97,80,123,792,1
48756,606,257,60,100,89,55,69,112,50,95,95,35,110,70,606,0
48757,199,333,70,20,50,20,50,40,70,110,180,60,60,50,333,1
48758,641,793,110,65,75,125,85,30,126,131,95,131,98,99,793,1
48759,180,199,40,20,30,40,80,55,70,20,50,20,50,40,180,0
48760,138,199,65,155,120,65,90,105,70,20,50,20,50,40,138,0
48761,167,117,45,49,65,49,65,45,90,55,75,60,75,30,167,0
48762,355,469,70,120,100,145,105,20,70,60,70,87,78,85,355,0
48763,646,287,71,95,85,110,95,79,38,30,41,30,41,60,646,0
48764,61,722,80,82,78,95,80,85,40,45,40,62,60,60,61,0
48765,463,420,30,30,42,30,42,70,80,90,80,130,110,110,420,1
48766,753,563,78,52,60,63,65,23,95,100,85,108,70,70,563,1
48767,273,325,40,45,35,65,55,70,50,45,45,35,35,50,273,0
48768,747,303,74,48,76,83,81,104,60,50,100,85,70,65,747,0
48769,799,190,80,160,60,170,130,80,35,20,65,40,65,20,799,0
48770,187,725,20,40,15,35,35,60,41,56,40,62,44,71,725,1
48771,635,791,75,95,60,65,60,115,40,30,35,45,40,55,635,0
48772,370,191,70,55,65,95,85,70,55,40,85,80,105,40,370,0
48773,388,690,64,165,75,93,83,75,100,123,75,57,75,80,690,1
48774,212,31,65,65,60,130,95,110,35,55,40,50,50,90,212,0
48775,460,780,60,79,105,59,85,36,85,110,76,65,82,56,780,1
48776,474,96,150,80,44,90,54,80,80,80,50,40,50,25,474,0
48777,360,625,45,100,45,45,45,10,58,50,145,95,105,30,625,1
48778,391,337,99,68,83,72,87,51,60,100,85,80,85,100,337,1
48779,538,152,75,75,130,75,130,95,30,80,90,55,45,55,538,0
48780,262,744,255,10,10,75,135,55,95,124,78,69,71,58,744,1
48781,438,799,76,104,71,104,71,108,80,160,60,170,130,80,438,0
48782,38,295,46,57,40,40,40,50,60,50,50,60,70,50,295,1
48783,493,426,68,90,65,50,55,82,105,150,90,150,90,95,426,1
48784,612,406,50,72,35,35,35,65,43,30,55,40,65,97,406,1
48785,152,569,30,80,90,55,45,55,41,50,37,50,37,66,569,1
48786,337,209,60,100,85,80,85,100,65,65,45,75,45,95,337,0
48787,557,20,75,75,95,75,95,113,65,150,40,15,80,145,20,1
48788,553,40,120,120,120,120,120,120,81,102,77,85,75,85,553,0
48789,132,461,40,45,65,100,120,90,60,69,95,69,95,36,461,1
48790,797,582,50,160,110,160,110,110,45,60,32,50,32,76,797,0
48791,430,268,50,180,20,180,20,150,100,134,110,95,100,61,430,0
48792,568,495,85,110,90,45,90,80,108,170,115,120,95,92,495,1
48793,335,131,30,40,55,40,55,60,60,75,85,100,85,115,131,1
48794,309,153,70,60,62,80,82,60,60,115,105,65,70,80,153,1
48795,238,15,50,50,120,80,80,30,50,20,55,25,25,30,15,1
48796,38,753,46,57,40,40,40,50,78,52,60,63,65,23,38,0
48797,506,404,74,100,72,90,72,46,55,84,105,114,75,52,404,1
48798,380,473,45,95,50,40,50,75,90,50,34,60,44,70,380,0
48799,405,418,100,90,130,45,65,55,80,80,90,110,130,110,418,1
48800,273,52,40,45,35,65,55,70,35,70,55,45,55,25,52,1
48801,227,364,90,120,75,60,60,45,70,115,60,115,60,55,364,1
48802,540,509,75,125,70,125,70,115,45,20,50,60,120,50,540,0
48803,567,625,65,80,65,35,65,60,58,50,145,95,105,30,625,1
48804,559,633,90,93,55,70,55,55,60,105,60,120,60,105,633,1
48805,375,8,63,120,85,90,55,55,78,130,111,130,85,100,8,1
48806,422,6,100,100,90,150,140,90,58,64,58,80,65,80,422,0
48807,705,546,79,115,70,125,80,111,150,120,100,120,100,90,705,0
48808,246,676,65,80,140,40,70,70,95,110,80,70,80,50,246,0
48809,461,553,60,69,95,69,95,36,120,120,120,120,120,120,553,1
48810,235,680,60,80,50,50,50,40,109,66,84,81,99,32,235,0
48811,764,450,71,73,88,120,89,59,60,85,49,60,49,60,450,1
48812,402,285,35,64,85,74,55,32,35,55,35,30,30,35,285,1
48813,161,361,61,84,65,70,70,70,50,70,50,50,50,70,361,1
48814,333,188,70,110,180,60,60,50,50,25,28,45,55,15,333,0
48815,251,664,90,60,60,40,40,40,35,55,40,45,40,60,251,0
48816,408,427,65,95,100,60,50,50,105,180,100,180,100,115,427,1
48817,784,16,59,66,70,44,55,41,60,45,50,90,80,70,16,1
48818,320,431,104,91,63,91,73,68,50,70,160,70,160,90,431,1
48819,166,607,100,100,100,100,100,100,40,27,60,37,50,66,166,0
48820,11,360,59,63,80,65,80,58,45,100,45,45,45,10,11,0
48821,417,793,80,75,150,75,150,50,126,131,95,131,98,99,793,1
48822,226,203,60,80,50,40,40,30,35,35,40,35,55,50,203,1
48823,533,132,50,65,107,105,107,86,40,45,65,100,120,90,132,1
48824,773,281,67,58,57,81,67,101,50,70,50,50,50,40,773,0
48825,657,548,50,47,50,57,50,65,80,80,80,80,80,80,548,1
48826,550,331,70,90,90,135,90,125,50,70,100,40,40,30,550,0
48827,266,698,50,64,50,45,50,41,55,85,55,50,55,60,698,1
48828,623,451,72,58,80,103,80,97,80,120,79,95,79,70,623,0
48829,179,636,100,50,50,76,96,70,45,30,50,55,65,45,179,0
48830,63,358,65,105,60,60,70,95,80,45,65,90,110,80,63,0
48831,489,511,100,5,5,15,65,30,90,92,75,92,85,60,511,1
48832,557,435,75,75,95,75,95,113,95,109,105,75,85,56,557,0
48833,240,141,100,100,80,60,60,50,95,125,79,60,100,81,141,1
48834,495,55,108,170,115,120,95,92,70,65,60,90,75,90,495,0
48835,685,372,89,124,80,55,80,55,50,48,43,46,41,60,372,1
48836,264,213,115,115,85,90,75,100,95,65,110,60,130,65,264,0
48837,542,77,90,120,100,150,120,100,65,90,50,85,45,55,542,0
48838,228,174,65,95,75,55,55,85,65,80,80,59,63,58,228,0
48839,291,485,60,70,50,100,50,65,57,24,86,24,86,23,291,0
48840,8,726,78,130,111,130,85,100,54,63,52,83,56,97,8,0
48841,121,303,105,130,120,45,45,40,60,50,100,85,70,65,121,0
48842,136,39,65,95,57,100,85,93,61,72,57,55,55,65,136,0
48843,433,418,55,68,64,45,55,31,80,80,90,110,130,110,418,1
48844,120,463,80,85,95,30,30,25,30,30,42,30,42,70,120,0
48845,273,620,40,45,35,65,55,70,70,95,125,65,75,45,620,1
48846,39,719,61,72,57,55,55,65,56,61,65,48,45,38,39,0
48847,364,657,70,115,60,115,60,55,50,47,50,57,50,65,657,1
48848,735,560,80,52,50,90,50,89,110,123,65,100,65,65,735,0
48849,436,70,44,58,44,58,44,61,40,35,30,120,70,105,70,1
48850,522,688,65,110,130,60,65,95,95,110,95,40,95,55,522,0
48851,646,637,71,95,85,110,95,79,60,45,70,75,85,55,646,0
48852,133,414,70,110,80,55,80,105,80,145,150,105,110,110,414,1
48853,577,750,76,25,45,67,55,24,59,110,150,45,49,35,750,1
48854,237,601,40,40,40,70,40,20,45,53,70,40,60,42,601,1
48855,741,546,66,65,48,62,57,52,150,120,100,120,100,90,546,1
48856,150,346,35,40,100,90,55,35,70,43,53,43,53,40,346,1
48857,452,678,40,30,35,50,70,55,50,40,85,40,65,25,678,1
48858,352,401,170,90,45,90,45,60,110,80,90,95,90,65,401,1
48859,542,186,90,120,100,150,120,100,125,58,58,76,76,67,542,0
48860,569,273,41,50,37,50,37,66,40,45,35,65,55,70,273,1
48861,361,629,50,70,50,50,50,70,75,140,65,112,65,110,629,1
48862,156,706,160,110,65,65,110,30,79,105,70,145,80,101,706,1
48863,339,662,70,75,60,105,60,105,60,80,95,70,85,50,339,0
48864,332,741,60,90,140,50,50,40,66,65,48,62,57,52,741,1
48865,717,575,100,128,90,77,77,128,50,53,48,53,48,64,717,0
48866,630,576,50,50,62,40,62,65,75,98,63,98,63,101,576,1
48867,268,520,100,134,110,95,100,61,85,50,95,120,115,80,520,1
48868,255,773,55,20,35,20,45,75,67,58,57,81,67,101,773,1
48869,53,748,60,95,80,60,80,30,74,48,76,83,81,104,53,0
48870,765,28,44,38,33,61,43,70,65,90,65,61,61,100,28,1
48871,132,378,40,45,65,100,120,90,66,41,77,61,87,23,132,0
48872,88,665,95,75,180,130,80,30,65,85,70,75,70,40,665,1
48873,680,589,109,66,84,81,99,32,60,85,40,30,45,68,589,1
48874,239,117,50,50,40,30,30,50,90,55,75,60,75,30,239,0
48875,569,700,41,50,37,50,37,66,91,90,129,90,72,108,700,1
48876,157,273,90,85,100,95,125,85,40,45,35,65,55,70,157,0
48877,691,541,70,55,75,45,65,60,100,120,120,150,100,90,541,1
48878,224,384,75,85,200,55,65,30,70,70,70,70,70,70,384,1
48879,652,242,69,55,45,55,55,15,35,65,35,65,35,65,652,0
48880,592,518,103,60,126,80,126,50,75,123,67,95,85,95,518,1
48881,792,159,85,70,80,97,80,123,90,100,90,125,85,90,792,0
48882,77,739,65,90,50,85,45,55,54,45,47,75,98,52,77,0
48883,106,418,85,73,70,73,115,67,80,80,90,110,130,110,418,1
48884,62,539,40,80,35,35,45,70,80,105,105,105,105,80,539,1
48885,517,459,100,100,125,110,50,50,60,59,85,79,105,36,517,0
48886,437,149,64,78,52,78,52,81,65,60,70,85,75,40,437,0
48887,502,468,40,50,90,30,55,65,45,35,45,62,53,35,502,0
48888,165,570,106,150,70,194,120,140,64,88,50,88,50,106,570,1
48889,285,171,35,55,35,30,30,35,58,64,58,80,65,80,171,1
48890,450,43,60,85,49,60,49,60,38,41,40,50,65,65,43,1
48891,51,157,75,80,85,110,90,50,90,85,100,95,125,85,157,1
48892,255,367,55,20,35,20,45,75,75,110,110,110,105,80,367,1
48893,259,310,45,63,37,65,55,95,60,40,60,40,60,35,259,0
48894,334,653,70,140,230,60,80,50,114,85,70,85,80,30,334,0
48895,693,181,85,97,66,105,66,65,55,35,50,55,110,85,181,1
48896,179,600,100,50,50,76,96,70,75,125,75,30,75,85,600,1
48897,291,648,60,70,50,100,50,65,80,100,70,60,70,95,648,1
48898,453,739,60,70,65,125,105,90,54,45,47,75,98,52,453,0
48899,126,444,30,40,70,70,25,60,85,120,70,50,60,100,444,1
48900,281,464,50,70,50,50,50,40,70,80,102,80,102,40,464,1
48901,447,339,37,25,41,25,41,25,70,75,60,105,60,105,339,1
48902,693,232,85,97,66,105,66,65,80,125,75,40,95,85,232,1
48903,372,259,50,48,43,46,41,60,45,63,37,65,55,95,259,1
48904,339,658,70,75,60,105,60,105,70,77,60,97,60,108,658,1
48905,24,430,83,80,80,135,80,121,50,180,20,180,20,150,430,1
48906,786,22,55,85,122,58,75,99,63,60,55,50,50,71,22,1
48907,61,424,80,82,78,95,80,85,100,150,140,100,90,90,424,1
48908,507,573,49,49,56,49,61,66,50,53,48,53,48,64,507,0
48909,331,166,50,70,100,40,40,30,100,100,100,100,100,100,166,1
48910,325,259,50,45,45,35,35,50,45,63,37,65,55,95,259,1
48911,104,412,35,45,160,30,45,70,60,75,100,55,80,50,104,0
48912,681,450,45,85,50,55,50,65,60,85,49,60,49,60,681,0
48913,796,82,50,100,150,100,150,50,55,95,115,45,45,35,796,0
48914,30,431,60,85,69,65,79,80,50,70,160,70,160,90,431,1
48915,290,675,50,35,55,25,25,15,55,70,40,60,40,40,675,1
48916,264,117,115,115,85,90,75,100,90,55,75,60,75,30,264,0
48917,679,262,80,70,40,100,60,145,255,10,10,75,135,55,679,0
48918,87,464,95,75,110,100,80,30,70,80,102,80,102,40,464,1
48919,797,89,50,160,110,160,110,110,25,35,70,95,55,45,797,0
48920,575,656,50,53,48,53,48,64,165,75,80,40,45,65,656,1
48921,701,106,91,129,90,72,90,108,85,73,70,73,115,67,701,0
48922,401,225,110,80,90,95,90,65,75,125,230,55,95,30,401,0
48923,484,306,103,93,67,71,61,84,68,65,65,125,115,80,484,0
48924,463,679,30,30,42,30,42,70,80,70,40,100,60,145,679,1
48925,57,74,35,80,50,50,70,120,80,100,70,50,60,45,57,0
48926,440,490,64,66,68,81,76,50,76,65,45,92,42,91,490,1
48927,584,175,55,75,85,25,25,15,85,105,100,79,83,78,175,1
48928,136,176,65,95,57,100,85,93,35,46,34,35,45,20,136,0
48929,609,460,45,35,50,70,50,30,60,79,105,59,85,36,460,1
48930,676,49,95,110,80,70,80,50,45,50,55,75,65,30,676,0
48931,557,357,75,75,95,75,95,113,60,25,35,70,80,60,557,0
48932,798,397,80,110,60,150,130,70,80,80,80,80,80,80,397,1
48933,95,304,90,70,80,70,95,70,28,25,25,45,35,40,95,0
48934,37,640,90,92,87,75,85,76,65,40,50,125,60,30,37,0
48935,31,434,35,55,40,50,50,90,75,89,85,55,65,36,434,1
48936,227,328,90,120,75,60,60,45,50,85,125,85,115,20,328,1
48937,80,619,80,70,65,80,120,100,50,65,85,35,35,55,80,0
48938,769,531,77,59,50,67,63,46,70,80,70,80,70,110,531,1
48939,26,612,55,81,60,50,70,97,50,72,35,35,35,65,26,0
48940,657,661,50,47,50,57,50,65,40,55,70,45,60,30,657,0
48941,610,708,70,60,75,110,75,90,100,150,120,120,100,90,708,1
48942,288,70,78,70,61,50,61,100,40,35,30,120,70,105,70,1
48943,589,766,60,85,40,30,45,68,62,55,52,109,94,109,589,0
48944,776,626,68,75,53,83,113,60,54,78,103,53,45,22,776,0
48945,786,541,55,85,122,58,75,99,100,120,120,150,100,90,786,0
48946,650,271,50,75,45,40,45,60,106,130,90,110,154,90,271,1
48947,504,312,48,61,40,61,40,50,60,60,60,35,35,30,504,0
48948,675,535,55,70,40,60,40,40,50,65,107,105,107,86,535,1
48949,452,116,40,30,35,50,70,55,50,105,79,35,110,76,116,1
48950,528,84,68,165,95,65,115,110,50,85,55,65,65,90,528,0
48951,541,125,100,120,120,150,100,90,105,125,100,60,100,100,125,1
48952,88,538,95,75,180,130,80,30,75,75,130,75,130,95,538,1
48953,103,617,60,65,80,170,95,130,105,30,105,140,105,55,103,0
48954,723,659,59,59,58,90,70,73,44,50,91,24,86,10,723,0
48955,477,31,65,136,94,54,96,135,35,55,40,50,50,90,477,0
48956,200,687,100,50,80,60,80,50,65,125,100,60,70,70,687,1
48957,632,735,40,65,40,80,40,65,80,52,50,90,50,89,735,1
48958,43,619,38,41,40,50,65,65,50,65,85,35,35,55,43,0
48959,765,498,44,38,33,61,43,70,70,110,70,115,70,90,498,1
48960,370,415,70,55,65,95,85,70,80,100,200,50,100,50,370,0
48961,399,189,70,40,50,55,50,25,90,30,15,40,20,15,399,0
48962,640,19,65,40,50,125,60,30,65,90,40,45,80,75,19,1
48963,101,163,45,50,45,115,55,95,106,110,90,154,90,130,163,1
48964,107,729,30,105,90,25,25,50,85,56,77,50,77,78,729,1
48965,480,214,49,55,42,42,37,85,60,85,42,85,42,91,214,1
48966,432,572,50,95,90,95,90,180,75,98,63,98,63,101,432,0
48967,548,204,80,80,80,80,80,80,55,45,50,45,65,80,204,1
48968,512,10,90,132,105,132,105,30,44,48,65,50,64,43,512,0
48969,229,591,70,130,100,55,80,65,103,60,86,60,86,50,229,0
48970,599,159,120,100,85,30,85,45,90,100,90,125,85,90,159,1
48971,726,186,54,63,52,83,56,97,125,58,58,76,76,67,726,0
48972,273,330,40,45,35,65,55,70,50,105,125,55,95,50,273,0
48973,172,425,78,84,78,109,85,100,100,180,160,150,90,90,172,0
48974,100,616,30,35,30,100,35,80,105,140,55,30,55,95,616,1
48975,83,463,80,120,130,55,65,45,30,30,42,30,42,70,463,1
48976,379,128,86,81,97,81,107,43,45,67,60,35,50,63,128,1
48977,341,596,60,50,40,85,75,95,50,50,40,50,40,64,341,0
48978,146,621,130,65,60,110,95,65,50,75,70,35,70,48,146,0
48979,668,140,75,75,75,125,95,40,20,10,55,15,20,80,668,0
48980,512,220,90,132,105,132,105,30,50,65,90,35,35,15,512,0
48981,542,184,90,120,100,150,120,100,85,90,80,70,80,130,184,1
48982,252,541,90,120,120,60,60,50,100,120,120,150,100,90,541,1
48983,127,146,55,65,95,95,45,85,130,65,60,110,95,65,127,0
48984,791,216,40,30,35,45,40,55,60,60,60,85,85,85,216,1
48985,412,727,60,75,100,55,80,50,72,95,67,103,71,122,727,1
48986,493,589,68,90,65,50,55,82,60,85,40,30,45,68,493,0
48987,268,677,100,134,110,95,100,61,70,50,30,95,135,105,268,0
48988,52,554,35,70,55,45,55,25,100,100,100,100,100,100,554,1
48989,470,11,76,48,48,57,62,34,59,63,80,65,80,58,11,1
48990,57,592,35,80,50,50,70,120,103,60,126,80,126,50,57,0
48991,267,549,70,84,70,65,70,51,100,100,100,100,100,100,549,1
48992,638,104,70,55,95,95,110,65,35,45,160,30,45,70,104,1
48993,401,468,110,80,90,95,90,65,45,35,45,62,53,35,401,0
48994,546,254,150,120,100,120,100,90,73,95,62,85,65,85,254,1
48995,169,721,80,82,100,83,100,80,88,107,122,74,75,64,169,0
48996,590,22,110,135,60,50,65,88,63,60,55,50,50,71,590,0
48997,733,720,38,35,40,27,25,35,61,78,95,56,58,57,720,1
48998,502,755,40,50,90,30,55,65,62,48,66,59,57,49,502,0
48999,359,320,60,60,60,60,60,60,104,91,63,91,73,68,320,1
49000,9,634,78,104,78,159,115,100,55,50,40,40,40,75,9,0
49001,783,259,54,66,70,44,55,46,45,63,37,65,55,95,259,1
49002,781,291,49,66,70,44,55,51,60,70,50,100,50,65,291,1
49003,586,290,85,135,130,60,80,25,50,35,55,25,25,15,586,0
49004,103,197,60,65,80,170,95,130,90,95,105,165,110,45,103,0
49005,363,217,50,85,40,85,40,35,48,72,48,72,48,48,217,1
49006,31,334,35,55,40,50,50,90,70,140,230,60,80,50,31,0
49007,508,567,69,69,76,69,86,91,65,80,65,35,65,60,508,0
49008,363,295,50,85,40,85,40,35,60,50,50,60,70,50,295,1
49009,769,11,77,59,50,67,63,46,59,63,80,65,80,58,11,1
49010,347,192,100,73,83,73,83,55,40,50,45,70,45,70,192,1
49011,289,592,45,45,35,20,30,20,103,60,126,80,126,50,592,1
49012,49,559,45,50,55,75,65,30,90,93,55,70,55,55,559,1
49013,141,663,95,125,79,60,100,81,60,100,115,70,85,90,663,1
49014,258,751,45,30,15,85,65,65,60,150,50,150,50,60,258,0
49015,569,338,41,50,37,50,37,66,40,45,40,65,40,65,569,0
49016,422,239,100,100,90,150,140,90,50,50,40,30,30,50,422,0
49017,360,702,45,100,45,45,45,10,91,90,72,90,129,108,702,1
49018,462,680,70,94,50,94,50,66,109,66,84,81,99,32,462,0
49019,653,681,114,85,70,85,80,30,45,85,50,55,50,65,681,1
49020,369,636,73,100,60,100,60,65,45,30,50,55,65,45,369,0
49021,345,745,50,60,45,100,80,65,75,80,60,65,90,102,745,1
49022,159,296,90,100,90,125,85,90,80,70,70,90,100,70,159,0
49023,329,746,50,85,85,55,55,50,62,48,54,63,60,68,746,1
49024,160,4,41,64,45,50,50,50,80,100,123,122,120,80,4,1
49025,483,104,63,63,47,41,41,74,35,45,160,30,45,70,483,0
49026,345,613,50,60,45,100,80,65,60,82,45,45,45,74,613,1
49027,196,765,90,75,85,115,90,55,44,38,33,61,43,70,765,1
49028,674,132,76,147,90,60,70,97,40,45,65,100,120,90,674,0
49029,4,162,80,100,123,122,120,80,91,134,95,100,100,80,162,1
49030,69,499,25,20,15,105,55,90,70,145,88,140,70,112,499,1
49031,766,409,62,55,52,109,94,109,95,135,80,110,80,100,766,0
49032,691,545,70,55,75,45,65,60,150,100,120,100,120,90,545,1
49033,83,391,80,120,130,55,65,45,99,68,83,72,87,51,391,1
49034,716,232,100,77,77,128,128,90,80,125,75,40,95,85,716,0
49035,519,467,75,95,67,125,95,83,85,105,55,85,50,115,467,1
49036,606,748,60,100,89,55,69,112,74,48,76,83,81,104,606,0
49037,239,388,50,50,40,30,30,50,64,165,75,93,83,75,388,1
49038,674,579,76,147,90,60,70,97,50,55,50,36,30,43,674,0
49039,593,482,75,80,55,25,35,35,45,30,50,65,50,45,482,1
49040,596,488,50,50,40,50,40,64,20,25,45,70,90,60,596,0
49041,175,355,85,105,100,79,83,78,70,120,100,145,105,20,175,0
49042,644,677,36,50,50,65,60,44,70,50,30,95,135,105,677,1
49043,389,385,20,40,90,30,90,25,60,90,70,60,120,40,385,1
49044,171,689,58,64,58,80,65,80,70,83,50,37,50,60,171,0
49045,428,339,100,100,100,100,100,100,70,75,60,105,60,105,339,1
49046,555,268,45,45,55,45,55,63,100,134,110,95,100,61,555,0
49047,246,249,65,80,140,40,70,70,75,90,90,140,90,115,249,1
49048,613,321,60,82,45,45,45,74,72,60,30,20,30,25,613,0
49049,355,69,70,120,100,145,105,20,25,20,15,105,55,90,355,0
49050,679,354,80,70,40,100,60,145,70,100,70,105,75,40,354,1
49051,96,363,80,80,50,40,50,25,50,85,40,85,40,35,363,1
49052,26,73,55,81,60,50,70,97,70,80,50,35,35,35,26,0
49053,589,105,60,85,40,30,45,68,60,48,45,43,90,42,589,0
49054,79,412,40,40,35,50,100,70,60,75,100,55,80,50,79,0
49055,271,601,106,130,90,110,154,90,45,53,70,40,60,42,271,0
49056,465,255,60,45,70,45,90,95,55,20,35,20,45,75,465,0
49057,735,407,80,52,50,90,50,89,45,75,60,40,30,50,735,0
49058,654,139,55,40,50,65,85,40,75,100,95,40,70,110,139,1
49059,350,765,70,140,70,110,65,105,44,38,33,61,43,70,350,0
49060,616,220,105,140,55,30,55,95,50,65,90,35,35,15,616,0
49061,188,793,50,25,28,45,55,15,126,131,95,131,98,99,793,1
49062,563,551,95,100,85,108,70,70,100,100,100,100,100,100,551,1
49063,65,259,90,110,80,100,80,95,45,63,37,65,55,95,259,1
49064,77,356,65,90,50,85,45,55,70,85,140,85,70,20,77,0
49065,619,171,50,65,85,35,35,55,58,64,58,80,65,80,171,1
49066,409,753,95,135,80,110,80,100,78,52,60,63,65,23,753,1
49067,313,585,80,80,80,55,55,90,70,105,105,50,40,20,585,1
49068,390,393,40,70,130,60,130,25,65,130,60,75,60,75,393,1
49069,411,626,40,55,80,35,60,30,54,78,103,53,45,22,411,0
49070,249,658,75,90,90,140,90,115,70,77,60,97,60,108,249,0
49071,436,77,44,58,44,58,44,61,65,90,50,85,45,55,436,0
